englishTitle;title;actionType;type;level;traits;traditions;castTime;muse;trigger;range;objectives;area;defense;duration;description;heightenings
MAGIC'S VESSEL;RECEPTÁCULO DE LA MAGIA;one-action;FOCO;1;POCO-COMÚN CLÉRIGO FOCO MANIPULAR;;;;;toque; 1 criatura;;;mantenido hasta 1 minuto;Una criatura se convierte en un receptáculo divino para contener energía mágica pura. El objetivo obtiene un bonificador +1 por estatus a las tiradas de salvación. Cada vez que Lanzas un conjuro desde tus espacios de conjuro, lo Mantienes automáticamente y concede a su objetivo tanta resistencia al daño por conjuros como el rango del conjuro, hasta el inicio de tu siguiente turno.;
REBUKE DEATH;RECHAZAR A LA MUERTE;one-action A three-actions;FOCO;4;POCO-COMÚN CLÉRIGO CURACIÓN FOCO MANIPULAR VITALIDAD;;;;;; 1 criatura viva por acción;emanación de 20 pies (6 m);;;invertida en Lanzar este conjuro Arrancas a las criaturas de las fauces de la muerte, restableciéndolas sin la tensión de una huida por los pelos típica. Puedes invertir entre 1 y 3 acciones Lanzando este conjuro, y puedes designar como objetivo a tantas criaturas como acciones invertidas. Cada objetivo recupera 3d6 Puntos de Golpe. Si tenía el estado moribundo, recuperarse del mismo debido a esta curación no incrementa su estado herido.;Potenciado (+1) Incrementa la curación en 1d6.
REPULSION;RECHAZO;two-actions;CONJURO;6;AURA CONCENTRAR MANIPULAR MENTAL;arcana, divina, ocultista;;;;;;;Tarea emanación de hasta 40 pies (12 m) Voluntad; 1 minuto;"Manifiestas un aura que evita que las criaturas se te acerquen. Al lanzar el conjuro, puedes hacer que el área sea de cualquier radio que te interese, hasta 40 pies (12 m). Una criatura tiene que hacer una salvación de Voluntad si se encuentra en el interior del área cuando Lanzas el conjuro o en cuanto entra en la misma con el conjuro funcionando. Una vez una criatura ha hecho la salvación, utiliza el mismo resultado para dicho lanzamiento de rechazo. Cualquier restricción sobre el movimiento de la criatura sólo se aplica si se mueve voluntariamente hacia ti; si eres tú quien se acerca a una criatura, no tiene por qué alejarse.
Éxito crítico El movimiento de la criatura no se ve restringido.
Éxito La criatura trata cada casilla en el área como terreno difícil cuando se acerca a ti.
Fallo La criatura no se puede acercar a ti dentro del área.";
SCHOLARLY RECOLLECTION;RECUERDO ERUDITO;reaction;FOCO;1;POCO-COMÚN CLÉRIGO CONCENTRAR FOCO FORTUNA;;;;Haces una prueba de Percepción para Buscar, o haces una prueba de habilidad para Recordar conocimiento con una habilidad en la que estás entrenado.;;;;;;Tras recitar una corta plegaria conforme compones tus pensamientos, se te bendice orientándote en la dirección correcta. El DJ hace dos veces la tirada desencadenante y utiliza el resultado mejor.;
REWRITE MEMORY;REESCRIBIR RECUERDO;two-actions;CONJURO;4;POCO-COMÚN CONCENTRAR MANIPULAR MENTAL;ocultista;;;;30 pies (9 m); 1 criatura;;Voluntad; ilimitada;"Alteras los recuerdos del objetivo, borrando uno, potenciando su calidad, alterándolo o añadiendo uno falso. El objetivo puede hacer una salvación de Voluntad para resistirse al conjuro.
Éxito crítico El objetivo no resulta afectado y se da cuenta de que has intentado alterar sus recuerdos.
Éxito El objetivo no resulta afectado pero cree que tu conjuro era inofensivo en lugar de reescribir recuerdo, a menos que lo identifique.
Fallo Durante los primeros 5 minutos de la duración del conjuro, puedes Mantener el conjuro para modificar un recuerdo una vez por asalto. Cuando lo haces, te imaginas hasta 6 segundos de recuerdo a modificar, hasta un máximo de 5 minutos continuos de recuerdos.
Cualquier recuerdo alterado permanece así mientras el conjuro está activo. Si el objetivo sale del alcance antes de que se acaben los 5 minutos, ya no puedes alterar ningún recuerdo más.";Potenciado (6.º) Puedes Lanzar el conjuro sobre un objetivo voluntario para eliminar todo recuerdo de un tema en particular, detallado en 50 palabras o menos. El efecto es permanente y parchea las omisiones con una bruma indistinta.
LIFE BOOST;REFUERZO VITAL;one-action;FOCO;1;POCO-COMÚN BRUJO FOCO CURACIÓN MALEFICIO MANIPULAR VITALIDAD;;;;;Lección vida 30 pies (9 m); 1 criatura;;;4 asaltos;La fuerza vital de tu patrón fluye al objetivo, asegurándose de que puede continuar haciendo la voluntad de tu patrón un poquito más de tiempo. El objetivo obtiene curación rápida 2.;Potenciado (+1) La curación rápida se incrementa en 2.
PET CACHE;REFUGIO PARA MASCOTA;one-action;CONJURO;1;EXTRADIMENSIONAL MANIPULAR;arcana, divina, ocultista, primigenia;;;;toque; 1 criatura voluntaria que es;;;8 horas;"tu compañero.
Abres tu manto o creas un hueco con las manos, llevando al objetivo a una dimensión de bolsillo lo suficientemente grande para su comodidad básica. Ninguna otra criatura puede entrar en este espacio extradimensional y el objetivo sólo puede llevar consigo objetos si han sido diseñados para que los lleve puestos una criatura de su especie.
El espacio tiene suficiente aire, comida y agua para que el objetivo subsista toda la duración del conjuro.
Puedes Disipar el conjuro. El conjuro también se acaba si mueres o entras en (otro) espacio extradimensional. Cuando el conjuro acaba, el objetivo reaparece en el espacio desocupado más cercano (fuera de cualquier [otro] espacio extradimensional en el que puedas haber entrado).";
REGENERATE;REGENERAR;two-actions;CONJURO;7;CONCENTRAR CURACIÓN MANIPULAR VITALIDAD;divina, primigenia;;;;toque; 1 criatura viva voluntaria.;;;1 minuto;"Una infusión de energía vital concede a una criatura curación continua.
El objetivo obtiene temporalmente regeneración 15, que le restablece 15 Puntos de Golpe al inicio de cada uno de sus turnos. Mientras dispone de regeneración, el objetivo no puede morir a base de sufrir daño en Puntos de Golpe y su estado de moribundo no puede incrementarse a un valor que le mataría (esto detiene el estado de moribundo de la mayor parte de criaturas en moribundo 3) aunque, si su valor de herido se convierte en 4 o mayor, permanece inconsciente hasta que sus heridas son tratadas. Si el objetivo sufre daño por ácido o por fuego, su regeneración se desactiva hasta después del final de su siguiente turno.
Cada vez que la criatura recupera Puntos de Golpe debido a la regeneración, también hace crecer de nuevo un órgano dañado o destruido (si es el caso). Mientras dura el conjuro, la criatura puede también reensamblar partes cercenadas de su cuerpo invirtiendo una acción de Interactuar para juntar la parte corporal con el área de la que fue cercenada.";Potenciado (9.º) La regeneración se incrementa a 20.
REMAKE;REHACER;;CONJURO;10;POCO-COMÚN CONCENTRAR MANIPULAR;arcana, divina, ocultista, primigenia;1 hora;;;5 pies (1,5 m);;;;;"Recreas de nuevo un objeto desde la nada, incluso si había sido destruido. Para hacerlo, tienes que ser capaz de imaginarte el objeto. El resto del objeto puede ser pequeño o insignificante (incluso una mota de polvo de las que deja atrás desintegrar es suficiente). El conjuro falla si tu imaginación se basaba en demasiadas conjeturas; si el objeto fuera demasiado grande como para caber en un cubo de 5 pies (1,5 m) de lado; si el objeto sigue existiendo y tú no eras consciente de ello; o si el objeto es un artefacto, tiene un nivel superior a 20 o tiene un poder mágico similarmente vasto.
El objeto se rehace en perfecto estado. Incluso si tu imagen mental era la de un objeto dañado o desgastado, el nuevo está en su forma original. Si el objeto era mágico, este conjuro típicamente le restablece sus propiedades mágicas constantes, pero no las temporales, como por ejemplo las cargas o los usos de una sola vez. Un objeto con cargas o usos diarios tiene todos sus usos gastados cuando se rehace, pero a continuación los recarga de la forma habitual.";
LIGHNING BOLT;RELÁMPAGO;two-actions;CONJURO;3;CONCENTRAR ELECTRICIDAD MANIPULAR;arcana, primigenia;;;;120 pies (36 m);;;Reflejos básica;;De tu mano surge un relámpago, que inflige 4d12 daño por electricidad, y los afectados tienen que hacer una salvación básica de Reflejos.;Potenciado (+1) El daño se incrementa en 1d12.
MENDING;REMENDAR;;CONJURO;1;CONCENTRAR MANIPULAR;arcana, divina, ocultista, primigenia;10 minutos;;;toque; un objeto no mágico de Impedi-;;;;menta ligera o menor Reparas el objeto objetivo. Restableces 5 Puntos de Golpe por rango de conjuro al objetivo, eliminando potencialmente el estado de roto si lo reparas por encima del Umbral de rotura del objeto. No puedes reemplazar piezas perdidas ni reparar un objeto que ha sido completamente destruido.;"Potenciado (2.º) Puedes designar como objetivo a un objeto no mágico de Impedimenta 1 o menos.
Potenciado (3.º) Puedes designar como objetivo a un objeto no mágico de Impedimenta 2 o menos, o a un objeto mágico de Impedimenta 1 o menos."
MOUNTAIN RESILIENCE;RESILIENCIA DE LA MONTAÑA;two-actions;CONJURO;4;CONCENTRAR MANIPULAR TIERRA;arcana, primigenia;;;;toque; 1 criatura;;;20 minutos;La piel del objetivo se endurece como la piedra de una pared de montaña. Obtiene resistencia 5 al daño físico, excepto al adamantino. Cada vez que el objetivo sufre el impacto de un ataque contundente, perforante o cortante, la duración de resiliencia de la montaña disminuye en 1 minuto.;"Potenciado (6.º) La resistencia se incrementa a 10.
Potenciado (8.º) La resistencia se incrementa a 15.
Potenciado (10.º) La resistencia se incrementa a 20."
OAKEN RESILIENCE;RESILIENCIA DE ROBLE;two-actions;CONJURO;2;CONCENTRAR MADERA MANIPULAR PLANTA;arcana, primigenia;;;;toque; 1 criatura voluntaria;;;10 minutos;"La piel del objetivo se vuelve dura, con una consistencia como la de la corteza o la madera. El objetivo obtiene resistencia 2 al daño contundente y perforante y sufre debilidad 3 al fuego. Después de que el objetivo sufra daño por fuego, podrá Disipar el conjuro, acción gratuita desencadenada por sufrir el daño; hacerlo no reduce el daño por fuego sufrido.";Potenciado (+2) Las resistencias se incrementan en 2 y las debilidades se incrementan en 3.
RESIST ENERGY;RESISTIR ENERGÍA;two-actions;CONJURO;2;CONCENTRAR MANIPULAR;arcana, divina, ocultista, primigenia;;;;toque; 1 criatura;;;10 minutos;Un escudo de energía elemental protege a una criatura contra un tipo de daño por energía. Elige entre daño por ácido, electricidad, frío, fuego o sónico. El objetivo y su equipo obtienen resistencia 5 contra el tipo de daño elegido.;"Potenciado (4.º) La resistencia se incrementa a 10 y puedes designar como objetivo hasta 2 criaturas.
Potenciado (7.º) La resistencia se incrementa a 15 y puedes designar como objetivo hasta 5 criaturas."
WATER BREATHING;RESPIRAR AGUA;;CONJURO;2;AGUA CONCENTRAR MANIPULAR;arcana, divina, primigenia;1 minuto;;;30 pies (9 m); hasta 5 criaturas;;;1 hora;Los objetivos pueden respirar bajo el agua.;"Potenciado (3.º) La duración es 8 horas.
Potenciado (4.º) La duración es hasta tus siguientes preparativos diarios."
BREATHE FIRE;RESPIRAR FUEGO;two-actions;CONJURO;1;CONCENTRAR FUEGO MANIPULAR;arcana, primigenia;;;;;;cono de 15 pies (4,5 m);Reflejos básica;;Un escupitajo de llamas surge de tu boca. Infliges 2d6 daño por fuego a las criaturas en el área, con una salvación básica de Reflejos.;Potenciado (+1) El daño se incrementa en 2d6.
COMMUNITY RESTORATION;RESTABLECIMIENTO COMUNITARIO;reaction;FOCO;4;POCO-COMÚN CONCENTRAR FOCO CURACIÓN MAGO;;;;Lanzas un conjuro desde un espacio de conjuro de mago, que afecta a uno o más aliados voluntarios sin dañarlos.;;;;;;Cuando utilizas tu magia para apoyar a tus aliados, una fuerza compartida os refuerza a todos. Obtienes 2 Puntos de Golpe temporales por rango del conjuro desencadenante y puedes conceder un número igual dividido como quieras entre los aliados afectados por el conjuro desencadenante. Estos Puntos de Golpe temporales duran 1 minuto.;
REVIVAL;RESURGIMIENTO;two-actions;CONJURO;10;CONCENTRAR CURACIÓN MANIPULAR VITALIDAD;divina, primigenia;;;;30 pies (9 m); criaturas muertas y criatu-;;;mantenido hasta 1 minuto;"ras vivas a tu elección dentro del alcance.
Una explosión de energía curativa alivia a las criaturas vivas y alza temporalmente a quienes han sido abatidos hace poco. Todos los objetivos vivos recuperan 10d8+40 Puntos de Golpe. Devuelves temporalmente a la vida a cualquier cantidad de objetivos muertos, con los mismos efectos y limitaciones que revivir a los muertos (pág. 362).
Las criaturas revividas disponen de un número de Puntos de Golpe temporales igual a los que otorgaste a las criaturas vivas, pero carecen de Puntos de Golpe normales. Dichas criaturas no pueden recuperar Puntos de Golpe ni obtenerlos de ninguna otra forma y, una vez acabada la duración del conjuro, pierden todos los que les quedan y mueren. Resurgimiento no puede resucitar a criaturas muertas por desintegrar o un efecto de muerte. Este conjuro carece de efecto sobre los muertos vivientes.";
RETROCOGNITION;RETROCOGNICIÓN;;CONJURO;7;CONCENTRAR MANIPULAR;arcana, ocultista;1 minuto;;;;;;;mantenido;"Abriendo tu mente a los ecos mentales, obtienes impresiones de acontecimientos pasados que tuvieron lugar en tu ubicación actual.
Retrocognición revela impresiones psíquicas de sucesos que ocurrieron el día anterior a lo largo del primer minuto de la duración, seguidas de impresiones del día anterior el siguiente minuto, y así sucesivamente. Estos ecos no funcionan como una visión, sino que en su lugar revelan impresiones de emociones y metáforas que proporcionan pistas y detalles crípticos del pasado. Si eres testigo de un acontecimiento traumático o turbulento gracias a una impresión, el conjuro acaba si no superas una salvación de Voluntad con una CD de por lo menos 30 y posiblemente hasta 50, dependiendo de la gravedad del acontecimiento. El DJ es quien determina si un acontecimiento es traumático y quien elige la CD.";"Potenciado (8.º) Obtienes impresiones de acontecimientos que tuvieron lugar el año anterior por cada minuto que te concentras, en lugar del día anterior, aunque los detalles disminuyen haciendo más difícil distinguir las impresiones de los acontecimientos, excepto de los más relevantes.
Potenciado (9.º) Obtienes impresiones de acontecimientos que tuvieron lugar el siglo anterior por cada minuto que te concentras, en lugar del día anterior, aunque los detalles disminuyen, haciendo más difícil distinguir las impresiones de los acontecimientos, excepto de los más relevantes."
RAISE DEAD;REVIVIR A LOS MUERTOS;;CONJURO;6;POCO-COMÚN CONCENTRAR CURACIÓN MANIPULAR;divina;10 minutos;;;nivel del objetivo (mínimo 1) x 200 po 10 pies (3 m); 1 criatura muerta de 13.er;;;;"nivel o inferior Tratas de recuperar el alma de la criatura muerta, lo que requiere que su cuerpo esté presente y relativamente intacto. La criatura tiene que haber muerto hace menos de 3 días. Si Farasma ha decidido que el tiempo de la criatura ha llegado (a discreción del DJ), o si la criatura no quiere volver a la vida, el conjuro falla automáticamente, pero el coste no se consume en el lanzamiento.
Si el conjuro tiene éxito, la criatura vuelve a la vida con 1 Punto de Golpe, sin conjuros preparados ni espacios de conjuro disponibles, sin punto alguno en ninguna reserva o ningún otro recurso diario y todavía sujeta a cualquier debilitación a largo plazo del cuerpo. El tiempo pasado en el Osario deja al objetivo temporalmente debilitado, haciendo que esté torpe 2, drenado 2 y debilitado 2 durante 1 semana; dichos estados no se pueden eliminar o reducir por medio alguno hasta que ha pasado la semana. La criatura también ha cambiado permanentemente debido al tiempo transcurrido en la otra vida, como por ejemplo un ligero cambio de personalidad, un mechón blanco en el cabello o una nueva y extraña marca de nacimiento.";"Potenciado (7.º) El nivel máximo del objetivo se incrementa a 15. El coste se incrementa al nivel del objetivo (mínimo 1) x 400 po.
Potenciado (8.º) El nivel máximo del objetivo se incrementa a 17. El coste se incrementa al nivel del objetivo (mínimo 1) x 800 po.
Potenciado (9.º) El nivel máximo del objetivo se incrementa a 19. El coste se incrementa al nivel del objetivo (mínimo 1) x 1600 po.
Potenciado (10.º) El nivel máximo del objetivo se incrementa a 21. El coste se incrementa al nivel del objetivo (mínimo 1) x 3200 po."
